date,scenic_id,scenic_name,altitude,scenic_type,temp_mean,temp_max,temp_min,rain_sum,snow_sum,weather_code,weather_desc,is_holiday,holiday_name,is_weekend,holiday_length,weekday,weather_factor,altitude_factor,holiday_factor,seasonal_factor,visitor_count
2024-08-04,3,乌蒙大草原,2857,grassland,20.2,24.0,16.7,1.3,0.0,51,小雨,0,,1,0,7,1.0,1.095,1.6,1.541,4718
2024-08-04,4,水城古镇,1800,ancient_town,20.2,24.0,16.7,1.3,0.0,51,小雨,0,,1,0,7,1.0,1.06,1.6,1.4,2485
2024-08-04,5,明湖国家湿地公园,1750,wetland,20.2,24.0,16.7,1.3,0.0,51,小雨,0,,1,0,7,1.0,1.058,1.6,1.393,2082
2024-08-05,1,梅花山风景区,2400,mountain,21.1,25.9,18.0,0.7,0.0,51,小雨,0,,0,0,1,1.0,1.08,1.0,1.48,2424
2024-08-05,2,玉舍国家森林公园,2300,forest,21.1,25.9,18.0,0.7,0.0,51,小雨,0,,0,0,1,1.0,1.077,1.0,1.467,1769
2024-08-05,3,乌蒙大草原,2857,grassland,21.1,25.9,18.0,0.7,0.0,51,小雨,0,,0,0,1,1.0,1.095,1.0,1.541,3137
2024-08-05,4,水城古镇,1800,ancient_town,21.1,25.9,18.0,0.7,0.0,51,小雨,0,,0,0,1,1.0,1.06,1.0,1.4,1453
2024-08-05,5,明湖国家湿地公园,1750,wetland,21.1,25.9,18.0,0.7,0.0,51,小雨,0,,0,0,1,1.0,1.058,1.0,1.393,1354
2024-08-06,1,梅花山风景区,2400,mountain,20.5,26.1,15.8,2.9,0.0,61,小雨,0,,0,0,2,0.8,1.08,1.0,1.48,1949
2024-08-06,2,玉舍国家森林公园,2300,forest,20.5,26.1,15.8,2.9,0.0,61,小雨,0,,0,0,2,0.8,1.077,1.0,1.467,1502
2024-08-06,3,乌蒙大草原,2857,grassland,20.5,26.1,15.8,2.9,0.0,61,小雨,0,,0,0,2,0.8,1.095,1.0,1.541,2456
2024-08-06,4,水城古镇,1800,ancient_town,20.5,26.1,15.8,2.9,0.0,61,小雨,0,,0,0,2,0.94,1.06,1.0,1.4,1368
2024-08-06,5,明湖国家湿地公园,1750,wetland,20.5,26.1,15.8,2.9,0.0,61,小雨,0,,0,0,2,0.64,1.058,1.0,1.393,906
2024-08-07,1,梅花山风景区,2400,mountain,21.2,26.4,17.8,1.3,0.0,53,中雨,0,,0,0,3,1.0,1.08,1.0,1.48,2509
2024-08-07,2,玉舍国家森林公园,2300,forest,21.2,26.4,17.8,1.3,0.0,53,中雨,0,,0,0,3,1.0,1.077,1.0,1.467,1940
2024-08-07,3,乌蒙大草原,2857,grassland,21.2,26.4,17.8,1.3,0.0,53,中雨,0,,0,0,3,1.0,1.095,1.0,1.541,2858
2024-08-07,4,水城古镇,1800,ancient_town,21.2,26.4,17.8,1.3,0.0,53,中雨,0,,0,0,3,1.0,1.06,1.0,1.4,1402
2024-08-07,5,明湖国家湿地公园,1750,wetland,21.2,26.4,17.8,1.3,0.0,53,中雨,0,,0,0,3,1.0,1.058,1.0,1.393,1283
2024-08-08,1,梅花山风景区,2400,mountain,22.0,27.7,17.9,0.3,0.0,51,小雨,0,,0,0,4,0.9,1.08,1.0,1.48,2131
2024-08-08,2,玉舍国家森林公园,2300,forest,22.0,27.7,17.9,0.3,0.0,51,小雨,0,,0,0,4,0.9,1.077,1.0,1.467,1743
2024-08-08,3,乌蒙大草原,2857,grassland,22.0,27.7,17.9,0.3,0.0,51,小雨,0,,0,0,4,0.9,1.095,1.0,1.541,2611
2024-08-08,4,水城古镇,1800,ancient_town,22.0,27.7,17.9,0.3,0.0,51,小雨,0,,0,0,4,0.95,1.06,1.0,1.4,1492
2024-08-08,5,明湖国家湿地公园,1750,wetland,22.0,27.7,17.9,0.3,0.0,51,小雨,0,,0,0,4,0.9,1.058,1.0,1.393,1194
2024-08-09,1,梅花山风景区,2400,mountain,21.6,28.1,17.7,11.6,0.0,63,中雨,0,,0,0,5,0.55,1.08,1.0,1.48,1185
2024-08-09,2,玉舍国家森林公园,2300,forest,21.6,28.1,17.7,11.6,0.0,63,中雨,0,,0,0,5,0.55,1.077,1.0,1.467,1017
2024-08-09,3,乌蒙大草原,2857,grassland,21.6,28.1,17.7,11.6,0.0,63,中雨,0,,0,0,5,0.55,1.095,1.0,1.541,1454
2024-08-09,4,水城古镇,1800,ancient_town,21.6,28.1,17.7,11.6,0.0,63,中雨,0,,0,0,5,0.865,1.06,1.0,1.4,1235
2024-08-09,5,明湖国家湿地公园,1750,wetland,21.6,28.1,17.7,11.6,0.0,63,中雨,0,,0,0,5,0.44,1.058,1.0,1.393,567
2024-08-10,1,梅花山风景区,2400,mountain,19.6,24.6,16.8,11.3,0.0,65,大雨,0,,1,0,6,0.55,1.08,1.6,1.48,2045
2024-08-10,2,玉舍国家森林公园,2300,forest,19.6,24.6,16.8,11.3,0.0,65,大雨,0,,1,0,6,0.55,1.077,1.6,1.467,1640
2024-08-10,3,乌蒙大草原,2857,grassland,19.6,24.6,16.8,11.3,0.0,65,大雨,0,,1,0,6,0.55,1.095,1.6,1.541,2620
2024-08-10,4,水城古镇,1800,ancient_town,19.6,24.6,16.8,11.3,0.0,65,大雨,0,,1,0,6,0.865,1.06,1.6,1.4,1992
2024-08-10,5,明湖国家湿地公园,1750,wetland,19.6,24.6,16.8,11.3,0.0,65,大雨,0,,1,0,6,0.44,1.058,1.6,1.393,1004
2024-08-11,1,梅花山风景区,2400,mountain,20.1,25.0,16.1,0.0,0.0,3,阴,0,,1,0,7,1.0,1.08,1.6,1.48,4069
2024-08-11,2,玉舍国家森林公园,2300,forest,20.1,25.0,16.1,0.0,0.0,3,阴,0,,1,0,7,1.0,1.077,1.6,1.467,2858
2024-08-11,3,乌蒙大草原,2857,grassland,20.1,25.0,16.1,0.0,0.0,3,阴,0,,1,0,7,1.0,1.095,1.6,1.541,5165
2024-08-11,4,水城古镇,1800,ancient_town,20.1,25.0,16.1,0.0,0.0,3,阴,0,,1,0,7,1.0,1.06,1.6,1.4,2181
2024-08-11,5,明湖国家湿地公园,1750,wetland,20.1,25.0,16.1,0.0,0.0,3,阴,0,,1,0,7,1.0,1.058,1.6,1.393,2036
2024-08-12,1,梅花山风景区,2400,mountain,20.2,26.0,14.6,0.0,0.0,3,阴,0,,0,0,1,1.0,1.08,1.0,1.48,2580
2024-08-12,2,玉舍国家森林公园,2300,forest,20.2,26.0,14.6,0.0,0.0,3,阴,0,,0,0,1,1.0,1.077,1.0,1.467,1682
2024-08-12,3,乌蒙大草原,2857,grassland,20.2,26.0,14.6,0.0,0.0,3,阴,0,,0,0,1,1.0,1.095,1.0,1.541,3125
2024-08-12,4,水城古镇,1800,ancient_town,20.2,26.0,14.6,0.0,0.0,3,阴,0,,0,0,1,1.0,1.06,1.0,1.4,1390
2024-08-12,5,明湖国家湿地公园,1750,wetland,20.2,26.0,14.6,0.0,0.0,3,阴,0,,0,0,1,1.0,1.058,1.0,1.393,1317
2024-08-13,1,梅花山风景区,2400,mountain,20.3,25.3,14.9,0.3,0.0,51,小雨,0,,0,0,2,1.0,1.08,1.0,1.48,2375
2024-08-13,2,玉舍国家森林公园,2300,forest,20.3,25.3,14.9,0.3,0.0,51,小雨,0,,0,0,2,1.0,1.077,1.0,1.467,2055
2024-08-13,3,乌蒙大草原,2857,grassland,20.3,25.3,14.9,0.3,0.0,51,小雨,0,,0,0,2,1.0,1.095,1.0,1.541,2914
2024-08-13,4,水城古镇,1800,ancient_town,20.3,25.3,14.9,0.3,0.0,51,小雨,0,,0,0,2,1.0,1.06,1.0,1.4,1478
2024-08-13,5,明湖国家湿地公园,1750,wetland,20.3,25.3,14.9,0.3,0.0,51,小雨,0,,0,0,2,1.0,1.058,1.0,1.393,1368
2024-08-14,1,梅花山风景区,2400,mountain,20.1,25.1,15.1,0.8,0.0,51,小雨,0,,0,0,3,1.0,1.08,1.0,1.48,2367
2024-08-14,2,玉舍国家森林公园,2300,forest,20.1,25.1,15.1,0.8,0.0,51,小雨,0,,0,0,3,1.0,1.077,1.0,1.467,1817
2024-08-14,3,乌蒙大草原,2857,grassland,20.1,25.1,15.1,0.8,0.0,51,小雨,0,,0,0,3,1.0,1.095,1.0,1.541,3028
2024-08-14,4,水城古镇,1800,ancient_town,20.1,25.1,15.1,0.8,0.0,51,小雨,0,,0,0,3,1.0,1.06,1.0,1.4,1490
2024-08-14,5,明湖国家湿地公园,1750,wetland,20.1,25.1,15.1,0.8,0.0,51,小雨,0,,0,0,3,1.0,1.058,1.0,1.393,1385
2024-08-15,1,梅花山风景区,2400,mountain,19.7,25.4,14.8,1.5,0.0,53,中雨,0,,0,0,4,1.0,1.08,1.0,1.48,2284
2024-08-15,2,玉舍国家森林公园,2300,forest,19.7,25.4,14.8,1.5,0.0,53,中雨,0,,0,0,4,1.0,1.077,1.0,1.467,1852
2024-08-15,3,乌蒙大草原,2857,grassland,19.7,25.4,14.8,1.5,0.0,53,中雨,0,,0,0,4,1.0,1.095,1.0,1.541,3086
2024-08-15,4,水城古镇,1800,ancient_town,19.7,25.4,14.8,1.5,0.0,53,中雨,0,,0,0,4,1.0,1.06,1.0,1.4,1471
2024-08-15,5,明湖国家湿地公园,1750,wetland,19.7,25.4,14.8,1.5,0.0,53,中雨,0,,0,0,4,1.0,1.058,1.0,1.393,1314
2024-08-16,1,梅花山风景区,2400,mountain,18.8,24.0,14.3,2.0,0.0,53,中雨,0,,0,0,5,0.8,1.08,1.0,1.48,1916
2024-08-16,2,玉舍国家森林公园,2300,forest,18.8,24.0,14.3,2.0,0.0,53,中雨,0,,0,0,5,0.8,1.077,1.0,1.467,1463
2024-08-16,3,乌蒙大草原,2857,grassland,18.8,24.0,14.3,2.0,0.0,53,中雨,0,,0,0,5,0.8,1.095,1.0,1.541,2333
2024-08-16,4,水城古镇,1800,ancient_town,18.8,24.0,14.3,2.0,0.0,53,中雨,0,,0,0,5,0.94,1.06,1.0,1.4,1425
2024-08-16,5,明湖国家湿地公园,1750,wetland,18.8,24.0,14.3,2.0,0.0,53,中雨,0,,0,0,5,0.64,1.058,1.0,1.393,802
2024-08-17,1,梅花山风景区,2400,mountain,19.4,24.9,14.6,7.8,0.0,63,中雨,0,,1,0,6,0.8,1.08,1.6,1.48,3247
2024-08-17,2,玉舍国家森林公园,2300,forest,19.4,24.9,14.6,7.8,0.0,63,中雨,0,,1,0,6,0.8,1.077,1.6,1.467,2451
2024-08-17,3,乌蒙大草原,2857,grassland,19.4,24.9,14.6,7.8,0.0,63,中雨,0,,1,0,6,0.8,1.095,1.6,1.541,3640
2024-08-17,4,水城古镇,1800,ancient_town,19.4,24.9,14.6,7.8,0.0,63,中雨,0,,1,0,6,0.94,1.06,1.6,1.4,2263
2024-08-17,5,明湖国家湿地公园,1750,wetland,19.4,24.9,14.6,7.8,0.0,63,中雨,0,,1,0,6,0.64,1.058,1.6,1.393,1370
2024-08-18,1,梅花山风景区,2400,mountain,19.9,23.0,17.0,2.6,0.0,53,中雨,0,,1,0,7,0.8,1.08,1.6,1.48,3185
2024-08-18,2,玉舍国家森林公园,2300,forest,19.9,23.0,17.0,2.6,0.0,53,中雨,0,,1,0,7,0.8,1.077,1.6,1.467,2566
2024-08-18,3,乌蒙大草原,2857,grassland,19.9,23.0,17.0,2.6,0.0,53,中雨,0,,1,0,7,0.8,1.095,1.6,1.541,3817
2024-08-18,4,水城古镇,1800,ancient_town,19.9,23.0,17.0,2.6,0.0,53,中雨,0,,1,0,7,0.94,1.06,1.6,1.4,2152
2024-08-18,5,明湖国家湿地公园,1750,wetland,19.9,23.0,17.0,2.6,0.0,53,中雨,0,,1,0,7,0.64,1.058,1.6,1.393,1317
2024-08-19,1,梅花山风景区,2400,mountain,20.9,27.0,14.9,0.0,0.0,3,阴,0,,0,0,1,1.0,1.08,1.0,1.48,2279
2024-08-19,2,玉舍国家森林公园,2300,forest,20.9,27.0,14.9,0.0,0.0,3,阴,0,,0,0,1,1.0,1.077,1.0,1.467,1824
2024-08-19,3,乌蒙大草原,2857,grassland,20.9,27.0,14.9,0.0,0.0,3,阴,0,,0,0,1,1.0,1.095,1.0,1.541,3081
2024-08-19,4,水城古镇,1800,ancient_town,20.9,27.0,14.9,0.0,0.0,3,阴,0,,0,0,1,1.0,1.06,1.0,1.4,1485
2024-08-19,5,明湖国家湿地公园,1750,wetland,20.9,27.0,14.9,0.0,0.0,3,阴,0,,0,0,1,1.0,1.058,1.0,1.393,1294
2024-08-20,1,梅花山风景区,2400,mountain,21.1,27.5,15.3,0.0,0.0,3,阴,0,,0,0,2,1.0,1.08,1.0,1.48,2309
2024-08-20,2,玉舍国家森林公园,2300,forest,21.1,27.5,15.3,0.0,0.0,3,阴,0,,0,0,2,1.0,1.077,1.0,1.467,1927
2024-08-20,3,乌蒙大草原,2857,grassland,21.1,27.5,15.3,0.0,0.0,3,阴,0,,0,0,2,1.0,1.095,1.0,1.541,2961
2024-08-20,4,水城古镇,1800,ancient_town,21.1,27.5,15.3,0.0,0.0,3,阴,0,,0,0,2,1.0,1.06,1.0,1.4,1406
2024-08-20,5,明湖国家湿地公园,1750,wetland,21.1,27.5,15.3,0.0,0.0,3,阴,0,,0,0,2,1.0,1.058,1.0,1.393,1317
2024-08-21,1,梅花山风景区,2400,mountain,21.5,28.1,15.1,0.0,0.0,3,阴,0,,0,0,3,1.0,1.08,1.0,1.48,2365
2024-08-21,2,玉舍国家森林公园,2300,forest,21.5,28.1,15.1,0.0,0.0,3,阴,0,,0,0,3,1.0,1.077,1.0,1.467,1793
2024-08-21,3,乌蒙大草原,2857,grassland,21.5,28.1,15.1,0.0,0.0,3,阴,0,,0,0,3,1.0,1.095,1.0,1.541,3163
2024-08-21,4,水城古镇,1800,ancient_town,21.5,28.1,15.1,0.0,0.0,3,阴,0,,0,0,3,1.0,1.06,1.0,1.4,1546
2024-08-21,5,明湖国家湿地公园,1750,wetland,21.5,28.1,15.1,0.0,0.0,3,阴,0,,0,0,3,1.0,1.058,1.0,1.393,1329
2024-08-22,1,梅花山风景区,2400,mountain,21.9,28.4,16.4,0.0,0.0,3,阴,0,,0,0,4,1.0,1.08,1.0,1.48,2413
2024-08-22,2,玉舍国家森林公园,2300,forest,21.9,28.4,16.4,0.0,0.0,3,阴,0,,0,0,4,1.0,1.077,1.0,1.467,1944
2024-08-22,3,乌蒙大草原,2857,grassland,21.9,28.4,16.4,0.0,0.0,3,阴,0,,0,0,4,1.0,1.095,1.0,1.541,3033
2024-08-22,4,水城古镇,1800,ancient_town,21.9,28.4,16.4,0.0,0.0,3,阴,0,,0,0,4,1.0,1.06,1.0,1.4,1550
2024-08-22,5,明湖国家湿地公园,1750,wetland,21.9,28.4,16.4,0.0,0.0,3,阴,0,,0,0,4,1.0,1.058,1.0,1.393,1437
2024-08-23,1,梅花山风景区,2400,mountain,22.1,28.1,17.6,0.0,0.0,3,阴,0,,0,0,5,0.9,1.08,1.0,1.48,2166
2024-08-23,2,玉舍国家森林公园,2300,forest,22.1,28.1,17.6,0.0,0.0,3,阴,0,,0,0,5,0.9,1.077,1.0,1.467,1742
2024-08-23,3,乌蒙大草原,2857,grassland,22.1,28.1,17.6,0.0,0.0,3,阴,0,,0,0,5,0.9,1.095,1.0,1.541,2853
2024-08-23,4,水城古镇,1800,ancient_town,22.1,28.1,17.6,0.0,0.0,3,阴,0,,0,0,5,0.95,1.06,1.0,1.4,1385
2024-08-23,5,明湖国家湿地公园,1750,wetland,22.1,28.1,17.6,0.0,0.0,3,阴,0,,0,0,5,0.9,1.058,1.0,1.393,1127
2024-08-24,1,梅花山风景区,2400,mountain,21.4,27.3,16.1,0.0,0.0,3,阴,0,,1,0,6,1.0,1.08,1.6,1.48,4009
2024-08-24,2,玉舍国家森林公园,2300,forest,21.4,27.3,16.1,0.0,0.0,3,阴,0,,1,0,6,1.0,1.077,1.6,1.467,2794
2024-08-24,3,乌蒙大草原,2857,grassland,21.4,27.3,16.1,0.0,0.0,3,阴,0,,1,0,6,1.0,1.095,1.6,1.541,5295
2024-08-24,4,水城古镇,1800,ancient_town,21.4,27.3,16.1,0.0,0.0,3,阴,0,,1,0,6,1.0,1.06,1.6,1.4,2477
2024-08-24,5,明湖国家湿地公园,1750,wetland,21.4,27.3,16.1,0.0,0.0,3,阴,0,,1,0,6,1.0,1.058,1.6,1.393,2143
2024-08-25,1,梅花山风景区,2400,mountain,21.1,26.3,16.1,0.2,0.0,51,小雨,0,,1,0,7,1.0,1.08,1.6,1.48,3845
2024-08-25,2,玉舍国家森林公园,2300,forest,21.1,26.3,16.1,0.2,0.0,51,小雨,0,,1,0,7,1.0,1.077,1.6,1.467,3297
2024-08-25,3,乌蒙大草原,2857,grassland,21.1,26.3,16.1,0.2,0.0,51,小雨,0,,1,0,7,1.0,1.095,1.6,1.541,4630
2024-08-25,4,水城古镇,1800,ancient_town,21.1,26.3,16.1,0.2,0.0,51,小雨,0,,1,0,7,1.0,1.06,1.6,1.4,2236
2024-08-25,5,明湖国家湿地公园,1750,wetland,21.1,26.3,16.1,0.2,0.0,51,小雨,0,,1,0,7,1.0,1.058,1.6,1.393,2059
2024-08-26,1,梅花山风景区,2400,mountain,21.2,26.9,15.6,1.5,0.0,53,中雨,0,,0,0,1,1.0,1.08,1.0,1.48,2366
2024-08-26,2,玉舍国家森林公园,2300,forest,21.2,26.9,15.6,1.5,0.0,53,中雨,0,,0,0,1,1.0,1.077,1.0,1.467,1799
2024-08-26,3,乌蒙大草原,2857,grassland,21.2,26.9,15.6,1.5,0.0,53,中雨,0,,0,0,1,1.0,1.095,1.0,1.541,3061
2024-08-26,4,水城古镇,1800,ancient_town,21.2,26.9,15.6,1.5,0.0,53,中雨,0,,0,0,1,1.0,1.06,1.0,1.4,1494
2024-08-26,5,明湖国家湿地公园,1750,wetland,21.2,26.9,15.6,1.5,0.0,53,中雨,0,,0,0,1,1.0,1.058,1.0,1.393,1273
2024-08-27,1,梅花山风景区,2400,mountain,21.9,27.5,16.9,1.5,0.0,53,中雨,0,,0,0,2,1.0,1.08,1.0,1.48,2589
2024-08-27,2,玉舍国家森林公园,2300,forest,21.9,27.5,16.9,1.5,0.0,53,中雨,0,,0,0,2,1.0,1.077,1.0,1.467,1763
2024-08-27,3,乌蒙大草原,2857,grassland,21.9,27.5,16.9,1.5,0.0,53,中雨,0,,0,0,2,1.0,1.095,1.0,1.541,2843
2024-08-27,4,水城古镇,1800,ancient_town,21.9,27.5,16.9,1.5,0.0,53,中雨,0,,0,0,2,1.0,1.06,1.0,1.4,1511
2024-08-27,5,明湖国家湿地公园,1750,wetland,21.9,27.5,16.9,1.5,0.0,53,中雨,0,,0,0,2,1.0,1.058,1.0,1.393,1313
2024-08-28,1,梅花山风景区,2400,mountain,22.3,27.7,16.4,1.1,0.0,51,小雨,0,,0,0,3,0.9,1.08,1.0,1.48,2202
2024-08-28,2,玉舍国家森林公园,2300,forest,22.3,27.7,16.4,1.1,0.0,51,小雨,0,,0,0,3,0.9,1.077,1.0,1.467,1652
2024-08-28,3,乌蒙大草原,2857,grassland,22.3,27.7,16.4,1.1,0.0,51,小雨,0,,0,0,3,0.9,1.095,1.0,1.541,2592
2024-08-28,4,水城古镇,1800,ancient_town,22.3,27.7,16.4,1.1,0.0,51,小雨,0,,0,0,3,0.95,1.06,1.0,1.4,1364
2024-08-28,5,明湖国家湿地公园,1750,wetland,22.3,27.7,16.4,1.1,0.0,51,小雨,0,,0,0,3,0.9,1.058,1.0,1.393,1153
2024-08-29,1,梅花山风景区,2400,mountain,22.0,27.7,16.8,1.5,0.0,51,小雨,0,,0,0,4,0.9,1.08,1.0,1.48,2214
2024-08-29,2,玉舍国家森林公园,2300,forest,22.0,27.7,16.8,1.5,0.0,51,小雨,0,,0,0,4,0.9,1.077,1.0,1.467,1664
2024-08-29,3,乌蒙大草原,2857,grassland,22.0,27.7,16.8,1.5,0.0,51,小雨,0,,0,0,4,0.9,1.095,1.0,1.541,2838
2024-08-29,4,水城古镇,1800,ancient_town,22.0,27.7,16.8,1.5,0.0,51,小雨,0,,0,0,4,0.95,1.06,1.0,1.4,1451
2024-08-29,5,明湖国家湿地公园,1750,wetland,22.0,27.7,16.8,1.5,0.0,51,小雨,0,,0,0,4,0.9,1.058,1.0,1.393,1256
2024-08-30,1,梅花山风景区,2400,mountain,20.8,24.9,17.2,6.0,0.0,61,小雨,0,,0,0,5,0.8,1.08,1.0,1.48,2004
2024-08-30,2,玉舍国家森林公园,2300,forest,20.8,24.9,17.2,6.0,0.0,61,小雨,0,,0,0,5,0.8,1.077,1.0,1.467,1575
2024-08-30,3,乌蒙大草原,2857,grassland,20.8,24.9,17.2,6.0,0.0,61,小雨,0,,0,0,5,0.8,1.095,1.0,1.541,2523
2024-08-30,4,水城古镇,1800,ancient_town,20.8,24.9,17.2,6.0,0.0,61,小雨,0,,0,0,5,0.94,1.06,1.0,1.4,1358
2024-08-30,5,明湖国家湿地公园,1750,wetland,20.8,24.9,17.2,6.0,0.0,61,小雨,0,,0,0,5,0.64,1.058,1.0,1.393,838
2024-08-31,1,梅花山风景区,2400,mountain,21.7,26.6,17.8,6.4,0.0,63,中雨,0,,1,0,6,0.8,1.08,1.6,1.48,2788
2024-08-31,2,玉舍国家森林公园,2300,forest,21.7,26.6,17.8,6.4,0.0,63,中雨,0,,1,0,6,0.8,1.077,1.6,1.467,2460
2024-08-31,3,乌蒙大草原,2857,grassland,21.7,26.6,17.8,6.4,0.0,63,中雨,0,,1,0,6,0.8,1.095,1.6,1.541,3757
2024-08-31,4,水城古镇,1800,ancient_town,21.7,26.6,17.8,6.4,0.0,63,中雨,0,,1,0,6,0.94,1.06,1.6,1.4,2276
2024-08-31,5,明湖国家湿地公园,1750,wetland,21.7,26.6,17.8,6.4,0.0,63,中雨,0,,1,0,6,0.64,1.058,1.6,1.393,1394
2024-09-01,1,梅花山风景区,2400,mountain,20.8,26.7,16.1,3.1,0.0,55,大雨,0,,1,0,7,0.8,1.08,1.6,1.15,2223
2024-09-01,2,玉舍国家森林公园,2300,forest,20.8,26.7,16.1,3.1,0.0,55,大雨,0,,1,0,7,0.8,1.077,1.6,1.15,1805
2024-09-01,3,乌蒙大草原,2857,grassland,20.8,26.7,16.1,3.1,0.0,55,大雨,0,,1,0,7,0.8,1.095,1.6,1.15,2851
2024-09-01,4,水城古镇,1800,ancient_town,20.8,26.7,16.1,3.1,0.0,55,大雨,0,,1,0,7,0.94,1.06,1.6,1.15,1785
2024-09-01,5,明湖国家湿地公园,1750,wetland,20.8,26.7,16.1,3.1,0.0,55,大雨,0,,1,0,7,0.64,1.058,1.6,1.15,1131
2024-09-02,1,梅花山风景区,2400,mountain,20.7,27.6,16.3,11.0,0.0,65,大雨,0,,0,0,1,0.55,1.08,1.0,1.15,965
2024-09-02,2,玉舍国家森林公园,2300,forest,20.7,27.6,16.3,11.0,0.0,65,大雨,0,,0,0,1,0.55,1.077,1.0,1.15,819
2024-09-02,3,乌蒙大草原,2857,grassland,20.7,27.6,16.3,11.0,0.0,65,大雨,0,,0,0,1,0.55,1.095,1.0,1.15,1141
2024-09-02,4,水城古镇,1800,ancient_town,20.7,27.6,16.3,11.0,0.0,65,大雨,0,,0,0,1,0.865,1.06,1.0,1.15,940
2024-09-02,5,明湖国家湿地公园,1750,wetland,20.7,27.6,16.3,11.0,0.0,65,大雨,0,,0,0,1,0.44,1.058,1.0,1.15,499
2024-09-03,1,梅花山风景区,2400,mountain,21.6,26.9,17.7,0.6,0.0,51,小雨,0,,0,0,2,1.0,1.08,1.0,1.15,1741
2024-09-03,2,玉舍国家森林公园,2300,forest,21.6,26.9,17.7,0.6,0.0,51,小雨,0,,0,0,2,1.0,1.077,1.0,1.15,1444
2024-09-03,3,乌蒙大草原,2857,grassland,21.6,26.9,17.7,0.6,0.0,51,小雨,0,,0,0,2,1.0,1.095,1.0,1.15,2106
2024-09-03,4,水城古镇,1800,ancient_town,21.6,26.9,17.7,0.6,0.0,51,小雨,0,,0,0,2,1.0,1.06,1.0,1.15,1133
2024-09-03,5,明湖国家湿地公园,1750,wetland,21.6,26.9,17.7,0.6,0.0,51,小雨,0,,0,0,2,1.0,1.058,1.0,1.15,1073
2024-09-04,1,梅花山风景区,2400,mountain,20.8,27.6,15.1,1.6,0.0,53,中雨,0,,0,0,3,1.0,1.08,1.0,1.15,1824
2024-09-04,2,玉舍国家森林公园,2300,forest,20.8,27.6,15.1,1.6,0.0,53,中雨,0,,0,0,3,1.0,1.077,1.0,1.15,1558
2024-09-04,3,乌蒙大草原,2857,grassland,20.8,27.6,15.1,1.6,0.0,53,中雨,0,,0,0,3,1.0,1.095,1.0,1.15,2318
2024-09-04,4,水城古镇,1800,ancient_town,20.8,27.6,15.1,1.6,0.0,53,中雨,0,,0,0,3,1.0,1.06,1.0,1.15,1203
2024-09-04,5,明湖国家湿地公园,1750,wetland,20.8,27.6,15.1,1.6,0.0,53,中雨,0,,0,0,3,1.0,1.058,1.0,1.15,1136
2024-09-05,1,梅花山风景区,2400,mountain,20.5,27.3,15.2,0.9,0.0,51,小雨,0,,0,0,4,1.0,1.08,1.0,1.15,1967
2024-09-05,2,玉舍国家森林公园,2300,forest,20.5,27.3,15.2,0.9,0.0,51,小雨,0,,0,0,4,1.0,1.077,1.0,1.15,1516
2024-09-05,3,乌蒙大草原,2857,grassland,20.5,27.3,15.2,0.9,0.0,51,小雨,0,,0,0,4,1.0,1.095,1.0,1.15,2221
2024-09-05,4,水城古镇,1800,ancient_town,20.5,27.3,15.2,0.9,0.0,51,小雨,0,,0,0,4,1.0,1.06,1.0,1.15,1281
2024-09-05,5,明湖国家湿地公园,1750,wetland,20.5,27.3,15.2,0.9,0.0,51,小雨,0,,0,0,4,1.0,1.058,1.0,1.15,1192
2024-09-06,1,梅花山风景区,2400,mountain,20.1,25.1,16.9,9.1,0.0,61,小雨,0,,0,0,5,0.8,1.08,1.0,1.15,1539
2024-09-06,2,玉舍国家森林公园,2300,forest,20.1,25.1,16.9,9.1,0.0,61,小雨,0,,0,0,5,0.8,1.077,1.0,1.15,1293
2024-09-06,3,乌蒙大草原,2857,grassland,20.1,25.1,16.9,9.1,0.0,61,小雨,0,,0,0,5,0.8,1.095,1.0,1.15,1897
2024-09-06,4,水城古镇,1800,ancient_town,20.1,25.1,16.9,9.1,0.0,61,小雨,0,,0,0,5,0.94,1.06,1.0,1.15,1194
2024-09-06,5,明湖国家湿地公园,1750,wetland,20.1,25.1,16.9,9.1,0.0,61,小雨,0,,0,0,5,0.64,1.058,1.0,1.15,662
2024-09-07,1,梅花山风景区,2400,mountain,19.4,22.5,17.4,9.0,0.0,63,中雨,0,,1,0,6,0.8,1.08,1.6,1.15,2251
2024-09-07,2,玉舍国家森林公园,2300,forest,19.4,22.5,17.4,9.0,0.0,63,中雨,0,,1,0,6,0.8,1.077,1.6,1.15,1897
2024-09-07,3,乌蒙大草原,2857,grassland,19.4,22.5,17.4,9.0,0.0,63,中雨,0,,1,0,6,0.8,1.095,1.6,1.15,2659
2024-09-07,4,水城古镇,1800,ancient_town,19.4,22.5,17.4,9.0,0.0,63,中雨,0,,1,0,6,0.94,1.06,1.6,1.15,1779
2024-09-07,5,明湖国家湿地公园,1750,wetland,19.4,22.5,17.4,9.0,0.0,63,中雨,0,,1,0,6,0.64,1.058,1.6,1.15,1170
2024-09-08,1,梅花山风景区,2400,mountain,19.1,22.8,17.3,10.3,0.0,61,小雨,0,,1,0,7,0.55,1.08,1.6,1.15,1584
2024-09-08,2,玉舍国家森林公园,2300,forest,19.1,22.8,17.3,10.3,0.0,61,小雨,0,,1,0,7,0.55,1.077,1.6,1.15,1342
